,Sentence #,Word,Tag
54821,2061,pH,condition-unit
54822,2061,was,null
54823,2061,maintained,operation
54824,2061,at,null
54825,2061,11.5,number
54826,2061,by,null
54827,2061,controlling,operation
54828,2061,the,null
54829,2061,concentration,null
54830,2061,of,null
54831,2061,NH4OH,solvent
54832,2061,.,null
54833,2062,The,null
54834,2062,product,unspecified-material
54835,2062,was,null
54836,2062,repeatedly,null
54837,2062,rinsed,operation
54838,2062,with,null
54839,2062,de-ionized,material-descriptor
54840,2062,water,solvent
54841,2062,",",null
54842,2062,filtered,operation
54843,2062,and,null
54844,2062,dried,operation
54845,2062,overnight,condition-misc
54846,2062,.,null
54847,2063,Li2CO3,precursor
54848,2063,",",null
54849,2063,LiF,precursor
54850,2063,",",null
54851,2063,and,null
54852,2063,the,null
54853,2063,precursor,unspecified-material
54854,2063,powder,unspecified-material
54855,2063,corresponding,null
54856,2063,to,null
54857,2063,the,null
54858,2063,desired,amount-misc
54859,2063,stoichiometry,amount-misc
54860,2063,were,null
54861,2063,mixed,operation
54862,2063,and,null
54863,2063,thoroughly,null
54864,2063,grounded,operation
54865,2063,.,null
54866,2064,The,null
54867,2064,resulting,unspecified-material
54868,2064,mixtures,unspecified-material
54869,2064,were,null
54870,2064,pelletized,operation
54871,2064,and,null
54872,2064,calcined,operation
54873,2064,at,null
54874,2064,700,number
54875,2064,degC,condition-unit
54876,2064,in,null
54877,2064,a,null
54878,2064,stream,null
54879,2064,of,null
54880,2064,dried,null
54881,2064,air,gas
54882,2064,for,null
54883,2064,10,number
54884,2064,h,condition-unit
54885,2064,.,null
54886,2065,Polymer,meta
54887,2065,-,meta
54888,2065,Assisted,meta
54889,2065,Direct,meta
54890,2065,Deposition,meta
54891,2065,of,null
54892,2065,Uniform,property-misc
54893,2065,Carbon,target
54894,2065,Nanotube,target
54895,2065,Bundle,property-misc
54896,2065,Networks,property-misc
54897,2065,for,null
54898,2065,High,null
54899,2065,Performance,null
54900,2065,Transparent,null
54901,2065,Electrodes,null
54902,2065,.,null
54903,2066,Arc,material-descriptor
54904,2066,-,material-descriptor
54905,2066,discharge,material-descriptor
54906,2066,carbon,precursor
54907,2066,nanotubes,precursor
54908,2066,are,null
54909,2066,purchased,operation
54910,2066,from,null
54911,2066,ILJIN,brand
54912,2066,Nanotech,brand
54913,2066,",",null
54914,2066,grade,null
54915,2066,ASP-100F,brand
54916,2066,;,null
54917,2066,80,number
54918,2066,mg,amount-unit
54919,2066,of,null
54920,2066,these,null
54921,2066,tubes,unspecified-material
54922,2066,is,null
54923,2066,mixed,operation
54924,2066,with,null
54925,2066,2,number
54926,2066,g,amount-unit
54927,2066,of,null
54928,2066,J.T.,brand
54929,2066,Baker,brand
54930,2066,sodium,material
54931,2066,dodecyl,material
54932,2066,sulfate,material
54933,2066,(,null
54934,2066,SDS,material
54935,2066,),null
54936,2066,and,null
54937,2066,200,number
54938,2066,mL,amount-unit
54939,2066,of,null
54940,2066,Invitrogen,brand
54941,2066,0.1,brand
54942,2066,μm,brand
54943,2066,filtered,brand
54944,2066,ultrapure,brand
54945,2066,water,solvent
54946,2066,.,null
54947,2067,This,null
54948,2067,mixture,unspecified-material
54949,2067,is,null
54950,2067,placed,operation
54951,2067,in,null
54952,2067,an,null
54953,2067,ice,solvent
54954,2067,water,solvent
54955,2067,bath,synthesis-apparatus
54956,2067,and,null
54957,2067,sonicated,operation
54958,2067,in,null
54959,2067,a,null
54960,2067,Cole,brand
54961,2067,-,brand
54962,2067,Parmer,brand
54963,2067,ultrasonic,apparatus-descriptor
54964,2067,cup,apparatus-descriptor
54965,2067,-,apparatus-descriptor
54966,2067,horn,apparatus-descriptor
54967,2067,sonicator,synthesis-apparatus
54968,2067,for,null
54969,2067,30,number
54970,2067,min,condition-unit
54971,2067,at,null
54972,2067,750,number
54973,2067,W,condition-unit
54974,2067,.,null
54975,2068,After,null
54976,2068,sonication,operation
54977,2068,",",null
54978,2068,the,null
54979,2068,dispersion,unspecified-material
54980,2068,is,null
54981,2068,centrifuged,operation
54982,2068,at,null
54983,2068,15,number
54984,2068,000,number
54985,2068,rpm,condition-unit
54986,2068,for,null
54987,2068,4,number
54988,2068,h,condition-unit
54989,2068,at,null
54990,2068,4,number
54991,2068,degC,condition-unit
54992,2068,in,null
54993,2068,a,null
54994,2068,Sorvall,brand
54995,2068,RC5C,brand
54996,2068,Plus,brand
54997,2068,centrifuge,synthesis-apparatus
54998,2068,",",null
54999,2068,and,null
55000,2068,the,null
55001,2068,supernatant,material
55002,2068,decanted,operation
55003,2068,.,null
55004,2069,The,null
55005,2069,supernatant,material
55006,2069,is,null
55007,2069,diluted,operation
55008,2069,with,null
55009,2069,anhydrous,material-descriptor
55010,2069,acetone,solvent
55011,2069,",",null
55012,2069,which,null
55013,2069,dissociates,operation
55014,2069,the,null
55015,2069,SDS,material
55016,2069,from,null
55017,2069,the,null
55018,2069,nanotubes,unspecified-material
55019,2069,",",null
55020,2069,and,null
55021,2069,centrifuged,operation
55022,2069,to,null
55023,2069,collect,operation
55024,2069,the,null
55025,2069,precipitated,material-descriptor
55026,2069,tubes,unspecified-material
55027,2069,.,null
55028,2070,This,null
55029,2070,process,null
55030,2070,of,null
55031,2070,acetone,solvent
55032,2070,rinsing,operation
55033,2070,followed,null
55034,2070,by,null
55035,2070,precipitate,operation
55036,2070,collection,operation
55037,2070,is,null
55038,2070,repeated,condition-misc
55039,2070,four,condition-misc
55040,2070,times,condition-misc
55041,2070,.,null
55042,2071,Finally,null
55043,2071,",",null
55044,2071,the,null
55045,2071,mixture,unspecified-material
55046,2071,is,null
55047,2071,filtered,operation
55048,2071,through,null
55049,2071,a,null
55050,2071,Millipore,brand
55051,2071,0.45,brand
55052,2071,μm,brand
55053,2071,pore,brand
55054,2071,size,brand
55055,2071,PTFE,material
55056,2071,membrane,material-descriptor
55057,2071,to,null
55058,2071,collect,operation
55059,2071,the,null
55060,2071,nanotubes,unspecified-material
55061,2071,.,null
55062,2072,The,null
55063,2072,tubes,unspecified-material
55064,2072,form,operation
55065,2072,a,null
55066,2072,sheet,null
55067,2072,on,null
55068,2072,top,null
55069,2072,of,null
55070,2072,the,null
55071,2072,filter,synthesis-apparatus
55072,2072,",",null
55073,2072,which,null
55074,2072,is,null
55075,2072,then,null
55076,2072,peeled,operation
55077,2072,off,null
55078,2072,and,null
55079,2072,dried,operation
55080,2072,at,null
55081,2072,50,number
55082,2072,degC,condition-unit
55083,2072,under,condition-misc
55084,2072,vacuum,condition-misc
55085,2072,overnight,condition-misc
55086,2072,.,null
55087,2073,One,null
55088,2073,to,null
55089,2073,1.5,number
55090,2073,mg,amount-unit
55091,2073,of,null
55092,2073,the,null
55093,2073,SWNTs,material
55094,2073,prepared,null
55095,2073,during,null
55096,2073,nanotube,null
55097,2073,purification,null
55098,2073,is,null
55099,2073,dispersed,operation
55100,2073,in,null
55101,2073,chloroform,solvent
55102,2073,at,null
55103,2073,a,null
55104,2073,concentration,null
55105,2073,of,null
55106,2073,100,number
55107,2073,μg,amount-unit
55108,2073,/,amount-unit
55109,2073,mL,amount-unit
55110,2073,",",null
55111,2073,by,null
55112,2073,sonicating,operation
55113,2073,at,null
55114,2073,180,number
55115,2073,W,condition-unit
55116,2073,for,null
55117,2073,30,number
55118,2073,min,condition-unit
55119,2073,in,null
55120,2073,an,null
55121,2073,ice,synthesis-apparatus
55122,2073,bath,synthesis-apparatus
55123,2073,",",null
55124,2073,using,null
55125,2073,the,null
55126,2073,same,null
55127,2073,Cole,brand
55128,2073,-,brand
55129,2073,Parmer,brand
55130,2073,ultrasonic,apparatus-descriptor
55131,2073,cup,apparatus-descriptor
55132,2073,-,apparatus-descriptor
55133,2073,horn,apparatus-descriptor
55134,2073,sonicator,synthesis-apparatus
55135,2073,as,null
55136,2073,during,null
55137,2073,the,null
55138,2073,purification,null
55139,2073,step,null
55140,2073,.,null
55141,2074,Separately,null
55142,2074,",",null
55143,2074,a,null
55144,2074,few,amount-misc
55145,2074,mg,amount-misc
55146,2074,of,null
55147,2074,rr-P3HT,material
55148,2074,from,null
55149,2074,Sigma,brand
55150,2074,Aldrich,brand
55151,2074,is,null
55152,2074,dissolved,operation
55153,2074,in,null
55154,2074,4,number
55155,2074,mL,amount-unit
55156,2074,of,null
55157,2074,chloroform,solvent
55158,2074,under,null
55159,2074,gentle,null
55160,2074,heating,operation
55161,2074,and,null
55162,2074,shaking,operation
55163,2074,.,null
55164,2075,The,null
55165,2075,relevant,null
55166,2075,quantity,null
55167,2075,of,null
55168,2075,rr-P3HT,material
55169,2075,is,null
55170,2075,then,null
55171,2075,added,operation
55172,2075,to,null
55173,2075,2,number
55174,2075,mL,amount-unit
55175,2075,of,null
55176,2075,the,null
55177,2075,nanotube,unspecified-material
55178,2075,dispersion,unspecified-material
55179,2075,using,null
55180,2075,a,null
55181,2075,glass,synthesis-apparatus
55182,2075,microliter,synthesis-apparatus
55183,2075,syringe,synthesis-apparatus
55184,2075,",",null
55185,2075,and,null
55186,2075,the,null
55187,2075,mixture,unspecified-material
55188,2075,is,null
55189,2075,again,null
55190,2075,sonicated,operation
55191,2075,at,null
55192,2075,180,number
55193,2075,W,condition-unit
55194,2075,for,null
55195,2075,30-60,number
55196,2075,min,condition-unit
55197,2075,",",null
55198,2075,until,null
55199,2075,the,null
55200,2075,suspension,null
55201,2075,is,null
55202,2075,uniform,null
55203,2075,to,null
55204,2075,the,null
55205,2075,eye,null
55206,2075,.,null
55207,2076,The,null
55208,2076,total,null
55209,2076,volume,null
55210,2076,of,null
55211,2076,solution,unspecified-material
55212,2076,is,null
55213,2076,then,null
55214,2076,refreshed,operation
55215,2076,to,null
55216,2076,2,number
55217,2076,mL,amount-unit
55218,2076,by,null
55219,2076,adding,operation
55220,2076,additional,null
55221,2076,chloroform,solvent
55222,2076,.,null
55223,2077,A,null
55224,2077,1.5,number
55225,2077,cm,property-unit
55226,2077,x,null
55227,2077,1.5,number
55228,2077,cm,property-unit
55229,2077,cut,material-descriptor
55230,2077,display,material-descriptor
55231,2077,-,material-descriptor
55232,2077,grade,material-descriptor
55233,2077,TFT,material
55234,2077,glass,material
55235,2077,(,null
55236,2077,Eagle,brand
55237,2077,glass,brand
55238,2077,by,brand
55239,2077,Corning,brand
55240,2077,),null
55241,2077,is,null
55242,2077,cleaned,operation
55243,2077,by,null
55244,2077,placing,operation
55245,2077,in,null
55246,2077,chloroform,solvent
55247,2077,and,null
55248,2077,then,null
55249,2077,in,null
55250,2077,a,null
55251,2077,Branson,brand
55252,2077,3510,brand
55253,2077,100,number
55254,2077,W,apparatus-unit
55255,2077,/,null
55256,2077,42,number
55257,2077,kHz,apparatus-unit
55258,2077,ultrasonic,synthesis-apparatus
55259,2077,cleaner,synthesis-apparatus
55260,2077,for,null
55261,2077,10,number
55262,2077,min,condition-unit
55263,2077,",",null
55264,2077,then,null
55265,2077,switching,operation
55266,2077,the,null
55267,2077,solvent,null
55268,2077,to,null
55269,2077,ethanol,solvent
55270,2077,and,null
55271,2077,repeating,null
55272,2077,.,null
55273,2078,This,null
55274,2078,is,null
55275,2078,followed,null
55276,2078,by,null
55277,2078,drying,operation
55278,2078,the,null
55279,2078,substrates,unspecified-material
55280,2078,under,null
55281,2078,a,null
55282,2078,nitrogen,gas
55283,2078,stream,null
55284,2078,and,null
55285,2078,placing,operation
55286,2078,them,null
55287,2078,in,null
55288,2078,a,null
55289,2078,Jelight,brand
55290,2078,Model,brand
55291,2078,42,brand
55292,2078,UV,synthesis-apparatus
55293,2078,-,synthesis-apparatus
55294,2078,Ozone,synthesis-apparatus
55295,2078,cleaner,synthesis-apparatus
55296,2078,for,null
55297,2078,20,number
55298,2078,min,condition-unit
55299,2078,.,null
55300,2079,A,null
55301,2079,substrate,unspecified-material
55302,2079,is,null
55303,2079,set,null
55304,2079,spinning,operation
55305,2079,at,null
55306,2079,7000,number
55307,2079,rpm,condition-unit
55308,2079,",",null
55309,2079,and,null
55310,2079,the,null
55311,2079,predetermined,amount-misc
55312,2079,amount,amount-misc
55313,2079,of,null
55314,2079,solution,unspecified-material
55315,2079,is,null
55316,2079,dropped,operation
55317,2079,",",null
55318,2079,one,null
55319,2079,drop,null
55320,2079,at,null
55321,2079,a,null
55322,2079,time,null
55323,2079,",",null
55324,2079,onto,null
55325,2079,the,null
55326,2079,substrate,unspecified-material
55327,2079,using,null
55328,2079,a,null
55329,2079,glass,synthesis-apparatus
55330,2079,pipet,synthesis-apparatus
55331,2079,.,null
55332,2080,After,null
55333,2080,spin,operation
55334,2080,-,operation
55335,2080,coating,operation
55336,2080,",",null
55337,2080,the,null
55338,2080,back,null
55339,2080,of,null
55340,2080,the,null
55341,2080,substrate,unspecified-material
55342,2080,is,null
55343,2080,cleaned,operation
55344,2080,with,null
55345,2080,methanol,solvent
55346,2080,",",null
55347,2080,and,null
55348,2080,the,null
55349,2080,sample,unspecified-material
55350,2080,is,null
55351,2080,annealed,operation
55352,2080,at,null
55353,2080,about,null
55354,2080,120,number
55355,2080,degC,condition-unit
55356,2080,on,null
55357,2080,a,null
55358,2080,hot,synthesis-apparatus
55359,2080,plate,synthesis-apparatus
55360,2080,",",null
55361,2080,soaked,operation
55362,2080,in,null
55363,2080,chloroform,solvent
55364,2080,for,null
55365,2080,an,null
55366,2080,additional,null
55367,2080,10,number
55368,2080,min,condition-unit
55369,2080,",",null
55370,2080,and,null
55371,2080,dried,operation
55372,2080,to,null
55373,2080,remove,null
55374,2080,any,null
55375,2080,accessible,null
55376,2080,excess,null
55377,2080,polymer,unspecified-material
55378,2080,.,null
55379,2081,Comparison,null
55380,2081,of,null
55381,2081,the,null
55382,2081,effects,null
55383,2081,of,null
55384,2081,phenyl,null
55385,2081,dichlorophosphate,null
55386,2081,modified,null
55387,2081,and,null
55388,2081,unmodified,null
55389,2081,β-iron(III),null
55390,2081,oxide,null
55391,2081,hydroxide,null
55392,2081,on,null
55393,2081,the,null
55394,2081,thermal,property-type
55395,2081,",",null
55396,2081,combustion,property-type
55397,2081,",",null
55398,2081,and,null
55399,2081,mechanical,property-type
55400,2081,properties,null
55401,2081,of,null
55402,2081,ethylene-vinyl,target
55403,2081,acetate,target
55404,2081,/,target
55405,2081,magnesium,target
55406,2081,hydroxide,target
55407,2081,composites,property-misc
55408,2081,.,null
55409,2082,Phenyl,precursor
55410,2082,dichlorophosphate,precursor
55411,2082,(,null
55412,2082,PDCP,precursor
55413,2082,),null
55414,2082,",",null
55415,2082,iron(III),precursor
55416,2082,chloride,precursor
55417,2082,hexahydrate,precursor
55418,2082,(,null
55419,2082,FeCl3*6H2O,precursor
55420,2082,),null
55421,2082,",",null
55422,2082,and,null
55423,2082,tetrahydrofuran,precursor
55424,2082,were,null
55425,2082,purchased,operation
55426,2082,from,null
55427,2082,Sinopharm,brand
55428,2082,Chemical,brand
55429,2082,Reagent,brand
55430,2082,Co.,brand
55431,2082,",",brand
55432,2082,Ltd.,brand
55433,2083,These,null
55434,2083,reagents,unspecified-material
55435,2083,were,null
55436,2083,of,null
55437,2083,analytical,amount-unit
55438,2083,grade,amount-unit
55439,2083,and,null
55440,2083,were,null
55441,2083,used,operation
55442,2083,without,condition-misc
55443,2083,further,null
55444,2083,purification,operation
55445,2083,.,null
55446,2084,MH,precursor
55447,2084,was,null
55448,2084,kindly,null
55449,2084,provided,operation
55450,2084,by,null
55451,2084,KeYan,brand
55452,2084,Co.,brand
55453,2085,The,null
55454,2085,EVA,precursor
55455,2085,copolymer,material-descriptor
55456,2085,",",null
55457,2085,containing,null
55458,2085,28,number
55459,2085,wt,amount-unit
55460,2085,%,amount-unit
55461,2085,VA,nonrecipe-material
55462,2085,",",null
55463,2085,was,null
55464,2085,supplied,operation
55465,2085,by,null
55466,2085,Hanwha,brand
55467,2085,CO.,brand
55468,2085,",",brand
55469,2085,Ltd.,brand
55470,2085,(,null
55471,2085,Korea,null
55472,2085,),null
55473,2085,.,null
55474,2086,β-Fe(O)OH,target
55475,2086,was,null
55476,2086,prepared,operation
55477,2086,by,null
55478,2086,a,null
55479,2086,typical,null
55480,2086,"experiment,[10",reference
55481,2086,",",reference
55482,2086,11,reference
55483,2086,],reference
55484,2086,FeCl3,precursor
55485,2086,(,null
55486,2086,0.487,number
55487,2086,g,amount-unit
55488,2086,),null
55489,2086,was,null
55490,2086,dissolved,operation
55491,2086,in,null
55492,2086,distilled,material-descriptor
55493,2086,water,solvent
55494,2086,(,null
55495,2086,30,number
55496,2086,mL,amount-unit
55497,2086,),null
55498,2086,under,null
55499,2086,stirring,operation
55500,2086,.,null
55501,2087,Then,null
55502,2087,",",null
55503,2087,the,null
55504,2087,mixture,unspecified-material
55505,2087,was,null
55506,2087,transferred,operation
55507,2087,to,null
55508,2087,a,null
55509,2087,40-mL,number
55510,2087,Teflon,apparatus-descriptor
55511,2087,-,apparatus-descriptor
55512,2087,lined,apparatus-descriptor
55513,2087,autoclave,synthesis-apparatus
55514,2087,.,null
55515,2088,Hydrothermal,operation
55516,2088,synthesis,operation
55517,2088,was,null
55518,2088,carried,operation
55519,2088,out,null
55520,2088,in,null
55521,2088,an,null
55522,2088,oven,synthesis-apparatus
55523,2088,at,null
55524,2088,110degC,number
55525,2088,for,null
55526,2088,2,number
55527,2088,h,condition-unit
55528,2088,.,null
55529,2089,The,null
55530,2089,products,unspecified-material
55531,2089,were,null
55532,2089,collected,operation
55533,2089,by,null
55534,2089,filtration,operation
55535,2089,",",null
55536,2089,washed,operation
55537,2089,with,null
55538,2089,distilled,material-descriptor
55539,2089,water,material
55540,2089,and,null
55541,2089,ethanol,material
55542,2089,several,condition-misc
55543,2089,times,condition-misc
55544,2089,",",null
55545,2089,and,null
55546,2089,then,null
55547,2089,dried,operation
55548,2089,in,null
55549,2089,an,null
55550,2089,oven,synthesis-apparatus
55551,2089,at,null
55552,2089,60degC,number
55553,2089,for,null
55554,2089,6,number
55555,2089,h,condition-unit
55556,2089,.,null
55557,2090,Surface,null
55558,2090,modification,null
55559,2090,of,null
55560,2090,β-Fe(O)OH,target
55561,2090,was,null
55562,2090,prepared,operation
55563,2090,by,null
55564,2090,the,null
55565,2090,mixture,material-descriptor
55566,2090,of,null
55567,2090,10,number
55568,2090,mL,amount-unit
55569,2090,of,null
55570,2090,PDCP,precursor
55571,2090,with,null
55572,2090,1,number
55573,2090,g,amount-unit
55574,2090,of,null
55575,2090,β-Fe(O)OH,precursor
55576,2090,.,null
55577,2091,After,null
55578,2091,it,null
55579,2091,was,null
55580,2091,shaken,operation
55581,2091,for,null
55582,2091,a,null
55583,2091,short,condition-misc
55584,2091,time,condition-misc
55585,2091,",",null
55586,2091,the,null
55587,2091,mixture,unspecified-material
55588,2091,was,null
55589,2091,moved,operation
55590,2091,into,null
55591,2091,a,null
55592,2091,three,apparatus-descriptor
55593,2091,-,apparatus-descriptor
55594,2091,necked,apparatus-descriptor
55595,2091,",",apparatus-descriptor
55596,2091,round,apparatus-descriptor
55597,2091,-,apparatus-descriptor
55598,2091,bottom,apparatus-descriptor
55599,2091,flask,synthesis-apparatus
55600,2091,.,null
55601,2092,Then,null
55602,2092,",",null
55603,2092,water,precursor
55604,2092,(,null
55605,2092,20,number
55606,2092,mL,amount-unit
55607,2092,),null
55608,2092,was,null
55609,2092,slowly,condition-misc
55610,2092,added,operation
55611,2092,in,null
55612,2092,to,null
55613,2092,the,null
55614,2092,three,apparatus-descriptor
55615,2092,-,apparatus-descriptor
55616,2092,necked,apparatus-descriptor
55617,2092,",",apparatus-descriptor
55618,2092,round,apparatus-descriptor
55619,2092,-,apparatus-descriptor
55620,2092,bottom,apparatus-descriptor
55621,2092,flask,synthesis-apparatus
55622,2092,at,null
55623,2092,10degC,number
55624,2092,for,null
55625,2092,5,number
55626,2092,h,condition-unit
55627,2092,.,null
55628,2093,Thereafter,null
55629,2093,",",null
55630,2093,the,null
55631,2093,product,unspecified-material
55632,2093,was,null
55633,2093,filtered,operation
55634,2093,and,null
55635,2093,washed,operation
55636,2093,with,null
55637,2093,low,material-descriptor
55638,2093,-,material-descriptor
55639,2093,density,material-descriptor
55640,2093,polyethylene,material
55641,2093,on,null
55642,2093,a,null
55643,2093,Soxhlet,apparatus-descriptor
55644,2093,extractor,synthesis-apparatus
55645,2093,for,null
55646,2093,over,null
55647,2093,36,number
55648,2093,h,condition-unit
55649,2093,.,null
55650,2094,Finally,null
55651,2094,",",null
55652,2094,the,null
55653,2094,particles,unspecified-material
55654,2094,were,null
55655,2094,dried,operation
55656,2094,at,null
55657,2094,60degC,number
55658,2094,in,null
55659,2094,an,null
55660,2094,oven,synthesis-apparatus
55661,2094,for,null
55662,2094,24,number
55663,2094,h,condition-unit
55664,2094,.,null
55665,2095,The,null
55666,2095,obtained,operation
55667,2095,particles,unspecified-material
55668,2095,were,null
55669,2095,labeled,operation
55670,2095,β-Fe(O)OPDCP,target
55671,2095,.,null
55672,2096,Magneto,null
55673,2096,-,null
55674,2096,orbital,null
55675,2096,ordering,null
55676,2096,in,null
55677,2096,the,null
55678,2096,divalent,null
55679,2096,A,null
55680,2096,-site,null
55681,2096,quadruple,null
55682,2096,perovskite,property-misc
55683,2096,manganites,property-misc
55684,2096,AMn7O12,target
55685,2096,(,null
55686,2096,A,null
55687,2096,=,null
55688,2096,Sr,null
55689,2096,",",null
55690,2096,Cd,null
55691,2096,",",null
55692,2096,and,null
55693,2096,Pb,null
55694,2096,),null
55695,2096,.,null
55696,2097,Powder,property-misc
55697,2097,samples,property-misc
55698,2097,of,null
55699,2097,SrMn7O12,target
55700,2097,",",null
55701,2097,CdMn7O12,target
55702,2097,",",null
55703,2097,and,null
55704,2097,PbMn7O12,target
55705,2097,were,null
55706,2097,prepared,operation
55707,2097,from,null
55708,2097,stoichiometric,amount-misc
55709,2097,mixtures,amount-misc
55710,2097,of,null
55711,2097,Mn2O3,precursor
55712,2097,",",null
55713,2097,MnO1.839,precursor
55714,2097,(,null
55715,2097,Alpha,brand
55716,2097,Aesar,brand
55717,2097,MnO2,precursor
55718,2097,99.997,number
55719,2097,%,amount-unit
55720,2097,with,null
55721,2097,the,null
55722,2097,precise,null
55723,2097,oxygen,null
55724,2097,content,null
55725,2097,determined,null
55726,2097,by,null
55727,2097,thermogravimetric,null
55728,2097,analysis,null
55729,2097,),null
55730,2097,",",null
55731,2097,PbO,precursor
55732,2097,(,null
55733,2097,99.999,number
55734,2097,%,amount-unit
55735,2097,),null
55736,2097,",",null
55737,2097,CdO,precursor
55738,2097,(,null
55739,2097,99.99,number
55740,2097,%,amount-unit
55741,2097,),null
55742,2097,",",null
55743,2097,and,null
55744,2097,4H-SrMnO3,precursor
55745,2097,.,null
55746,2098,The,null
55747,2098,mixtures,unspecified-material
55748,2098,were,null
55749,2098,placed,operation
55750,2098,in,null
55751,2098,Au,apparatus-descriptor
55752,2098,capsules,synthesis-apparatus
55753,2098,and,null
55754,2098,treated,operation
55755,2098,at,null
55756,2098,6,number
55757,2098,GPa,condition-unit
55758,2098,and,null
55759,2098,1373,number
55760,2098,K,condition-unit
55761,2098,for,null
55762,2098,2,number
55763,2098,h,condition-unit
55764,2098,for,null
55765,2098,CdMn7O12,target
55766,2098,and,null
55767,2098,PbMn7O12,target
55768,2098,and,null
55769,2098,at,null
55770,2098,6,number
55771,2098,GPa,condition-unit
55772,2098,and,null
55773,2098,1573,number
55774,2098,K,condition-unit
55775,2098,for,null
55776,2098,2,number
55777,2098,h,condition-unit
55778,2098,for,null
55779,2098,SrMn7O12,target
55780,2098,(,null
55781,2098,the,null
55782,2098,duration,null
55783,2098,of,null
55784,2098,heating,null
55785,2098,to,null
55786,2098,the,null
55787,2098,desired,null
55788,2098,temperatures,null
55789,2098,was,null
55790,2098,10,number
55791,2098,min,condition-unit
55792,2098,),null
55793,2098,in,null
55794,2098,a,null
55795,2098,belt,apparatus-descriptor
55796,2098,-,apparatus-descriptor
55797,2098,type,apparatus-descriptor
55798,2098,high,apparatus-descriptor
55799,2098,-,apparatus-descriptor
55800,2098,pressure,apparatus-descriptor
55801,2098,apparatus,synthesis-apparatus
55802,2098,.,null
55803,2099,After,null
55804,2099,the,null
55805,2099,heat,null
55806,2099,treatments,null
55807,2099,",",null
55808,2099,the,null
55809,2099,samples,unspecified-material
55810,2099,were,null
55811,2099,quenched,operation
55812,2099,to,null
55813,2099,room,condition-misc
55814,2099,temperature,condition-misc
55815,2099,",",null
55816,2099,and,null
55817,2099,the,null
55818,2099,pressure,null
55819,2099,was,null
55820,2099,slowly,null
55821,2099,released,operation
55822,2099,.,null
55823,2100,Li2MnSiO4,target
55824,2100,/,target
55825,2100,C,target
55826,2100,with,null
55827,2100,Ni2+,nonrecipe-material
55828,2100,doping,property-misc
55829,2100,was,null
55830,2100,prepared,operation
55831,2100,via,null
55832,2100,the,null
55833,2100,solvothermal,meta
55834,2100,method,meta
55835,2100,by,null
55836,2100,using,null
55837,2100,starch,precursor
55838,2100,as,null
55839,2100,the,null
55840,2100,carbon,nonrecipe-material
55841,2100,source,material-descriptor
55842,2100,.,null
55843,2101,Firstly,null
55844,2101,",",null
55845,2101,C19H42BrN,precursor
55846,2101,(,null
55847,2101,0.1,number
55848,2101,mmol,amount-unit
55849,2101,",",null
55850,2101,Aladdin,brand
55851,2101,",",null
55852,2101,99,number
55853,2101,%,amount-unit
55854,2101,),null
55855,2101,was,null
55856,2101,dissolved,operation
55857,2101,in,null
55858,2101,methanol,solvent
55859,2101,(,null
55860,2101,45,number
55861,2101,ml,amount-unit
55862,2101,),null
55863,2101,.,null
55864,2102,Secondly,null
55865,2102,",",null
55866,2102,C2H3O2Li*2H2O,precursor
55867,2102,(,null
55868,2102,Aladdin,brand
55869,2102,",",null
55870,2102,99,number
55871,2102,%,amount-unit
55872,2102,),null
55873,2102,",",null
55874,2102,MnC4H6O4*4H2O,precursor
55875,2102,(,null
55876,2102,Aladdin,brand
55877,2102,",",null
55878,2102,99,number
55879,2102,%,amount-unit
55880,2102,),null
55881,2102,",",null
55882,2102,Si,precursor
55883,2102,(OC2H5)4,precursor
55884,2102,(,null
55885,2102,Aladdin,brand
55886,2102,",",null
55887,2102,99,number
55888,2102,%,amount-unit
55889,2102,),null
55890,2102,and,null
55891,2102,NiC4H6O4*4H2O,precursor
55892,2102,(,null
55893,2102,Aladdin,brand
55894,2102,",",null
55895,2102,99,number
55896,2102,%,amount-unit
55897,2102,),null
55898,2102,were,null
55899,2102,added,operation
55900,2102,into,null
55901,2102,the,null
55902,2102,above,null
55903,2102,solution,unspecified-material
55904,2102,with,null
55905,2102,the,null
55906,2102,molar,amount-unit
55907,2102,ratio,amount-unit
55908,2102,of,null
55909,2102,2.2,number
55910,2102,:,number
55911,2102,0.95,number
55912,2102,:,number
55913,2102,1,number
55914,2102,:,number
55915,2102,0.05,number
55916,2102,.,null
55917,2103,Finally,null
55918,2103,",",null
55919,2103,glacial,material-descriptor
55920,2103,acetic,material
55921,2103,acid,material
55922,2103,(,null
55923,2103,1.5,number
55924,2103,mL,amount-unit
55925,2103,),null
55926,2103,was,null
55927,2103,added,operation
55928,2103,as,null
55929,2103,a,null
55930,2103,catalyst,material-descriptor
55931,2103,.,null
55932,2104,After,null
55933,2104,stirring,operation
55934,2104,for,null
55935,2104,6,number
55936,2104,h,condition-unit
55937,2104,",",null
55938,2104,the,null
55939,2104,homogeneous,null
55940,2104,solution,unspecified-material
55941,2104,was,null
55942,2104,loaded,operation
55943,2104,into,null
55944,2104,a,null
55945,2104,100,number
55946,2104,ml,apparatus-unit
55947,2104,Teflon,apparatus-descriptor
55948,2104,-,apparatus-descriptor
55949,2104,lined,apparatus-descriptor
55950,2104,autoclave,synthesis-apparatus
55951,2104,and,null
55952,2104,maintained,operation
55953,2104,at,null
55954,2104,120,number
55955,2104,degC,condition-unit
55956,2104,for,null
